tagID,tagValue
2849,venom
2850,manowar
2851,leather
2852,fast
2853,headbangers
2854,judas priest
2855,motorhead
2856,thrashers
2857,heathen
2858,sodom
2859,coroner
2860,skulls
2861,old school thrash metal
2862,dark angel
2863,studs
2864,anvil
2865,transmetal
2866,possessed
2867,autopsy
2868,whiplash
2869,sadus
2870,vio-lence
2871,exumer
2872,cryptic slaughter
2873,excel
2874,strike master
2875,morbid angel
2876,destruction
2877,testament
2878,celtic frost
2879,forbidden
2880,exciter
2881,nuclear assault
2882,vincent price
2883,texas chainsaw massacre 3 sdtk
2884,friday the 13th part 4 soundtrack
2885,godney
2886,baz
2887,mick brown
2888,extremely cheesy
2889,twilight
2890,spirit jazz
2891,ecstasy and xanex
2892,psychedelic drone
2893,free improvisation
2894,tropical
2895,field recordings
2896,ritual
2897,ecstacy and xanex
2898,tape music
2899,rembetika
2900,ukrainian alternative
2901,virally yours
2902,epic shreddage
2903,improv
2904,greatest band ever
2905,socialist nazism grindcore
2906,guy with beard
2907,communism death metal
2908,people i sodomized last night
2909,new jersey
2910,cover band
2911,post-punk post punk
2912,post-punk new wave goth alternative indie
2913,glam new wave
2914,the l word
2915,dante
2916,vergil
2917,fena ses
2918,samstagabend
2919,sweet n fresh chillout
2920,pitty
2921,panico na tv
2922,eu sou stefhany
2923,ko?n
2924,disturbed
2925,adema
2926,randy orton
2927,wwe
2928,sage francis
2929,three days grace
2930,sr-71
2931,linkin park
2932,awsome
2933,aj
2934,aly
2935,crunk rock
2936,electric
2937,comedy rap
2938,rouge
2939,american singer
2940,american idols
2941,rbd
2942,male vocal
2943,aline silva
2944,aline willy
2945,bubblegoth
2946,sound of 2011
2947,victoria justice
2948,tea party
2949,upbeat
2950,hopeful
2951,beautiful day
2952,kerli
2953,i kissed a girl
2954,metro station
2955,catchy as hell
2956,metro
2957,night driving
2958,new music
2959,good stuff
2960,foo fighters - the pretender
2961,paramore - crushcrushcrush
2962,crushcrushcrush
2963,hayley williams
2964,superbus
2965,the remix
2966,anna tsuchiya
2967,lady gaga - poker face
2968,poker
2969,pussycat dolls
2970,white lies
2971,i like this song
2972,power song
2973,amor
2974,50 cent
2975,jay-z
2976,hick
2977,smith
2978,ladygaga
2979,kanye west
2980,dolls
2981,pussycat
2982,lopez
2983,rockn
2984,bitanemm
2985,not like that
2986,baby
2987,jennifer
2988,brtineyim
2989,womanizer
2990,alicia keys
2991,dinlenir bu
2992,mangam
2993,ferman
2994,cem
2995,efe
2996,tech house
2997,hipster garbage
2998,hipster
2999,chanson francaise
3000,favorite tracks
3001,essential ballads
3002,creepy
3003,bunny
3004,euro
3005,happy hardcore
3006,video game
3007,furry
3008,kirby
3009,einhander
3010,square enix
3011,squaresoft
3012,orchestral
3013,madona
3014,cirque du soleil
3015,romolo di prisco
3016,hurricane
3017,yiff
3018,luxo
3019,depre music
3020,bitches
3021,ja chorei horrores
3022,mar
3023,kat deluna
3024,hard core
3025,very underrated
3026,bluegrass
3027,slowcore
3028,cinematic
3029,spacious
3030,lost integrity
3031,boards of canada
3032,aphex twin
3033,one on twoism
3034,casino versus japan
3035,do aliens dance in four four
3036,ghostrock
3037,analog
3038,trills
3039,hexagon sun
3040,thought bandit
3041,twosim
3042,illuminant
3043,olympia
3044,power-indie
3045,ghost and the drum machines
3046,triphop
3047,jared maple
3048,warp
3049,limbo
3050,human condition
3051,blurrypup
3052,oldtunes
3053,trip-hope
3054,mankind
3055,futuristic house
3056,bitkins
3057,alpha centauri rock
3058,moon rock
3059,mars rock
3060,washington
3061,vangelis
3062,cinematic folk
3063,fabulist
3064,magik
3065,gothic hip-hop
3066,the smiths
3067,suede
3068,elbow
3069,haven
3070,bauer
3071,interpol
3072,cinematic rock
3073,metallica
3074,pantera
3075,excellent
3076,duran my fave from wedding album
3077,love duran jt
3078,jt duran andy
3079,brillant lyrics
3080,extreme power metal
3081,dragonforce
3082,melodic heavy metal
3083,dream theater
3084,iced earth
3085,children of bodom
3086,blind guardian
3087,anthrax
3088,kamelot
3089,guitar gods
3090,aina
3091,arch enemy
3092,new jack swing
3093,thriller
3094,acapella
3095,singles i own
3096,laid back
3097,relaxed
3098,britsong
3099,gorillaz
3100,the killers
3101,the veronicas
3102,night
3103,duo
3104,unsigned
3105,optur
3106,nostalgi
3107,tyler adam
3108,brandy
3109,harmonies
3110,timbaland
3111,missy elliott
3112,tweet
3113,aaliyah
3114,kiley dean
3115,contemporary rnb
3116,mya
3117,nelly furtado
3118,ginuwine
3119,monica
3120,kelly rowland
3121,janet jackson
3122,bubba sparxxx
3123,game soundtrack
3124,sid metal
3125,romy
3126,little
3127,miss
3128,flapper
3129,low
3130,nick album release pop rock dark pop
3131,cascada
3132,delta goodrem
3133,mika
3134,kate ryan
3135,anal pop
3136,best band of the world
3137,anti-emo
3138,k-on
3139,beatbox
3140,ukrainian pop
3141,women
3142,glee cast
3143,chick music
3144,eargasm
3145,glee season 2
3146,defiant
3147,reminds me of friends
3148,play it loud
3149,songs on repeat
3150,awesome lyrics
3151,tv theme song
3152,unnecessarily long titles
3153,better than the whores version
3154,too good for a fucking twilight sequel
3155,ponto
3156,cazuza
3157,rappa
3158,bosnian metal
3159,porngrind
3160,urlikanje
3161,bosnian dub
3162,southern metal
3163,chinese
3164,cantonese
3165,flamenco
3166,orchestra
3167,string
3168,drum
3169,garbage
3170,and one
3171,techno rock
3172,taylor
3173,sick
3174,poetic
3175,acid
3176,trashy
3177,scene
3178,jimmy-anarchy
3179,legendery song
3180,me
3181,supreme
3182,breaking through
3183,crunk
3184,cry
3185,jj
3186,dirty
3187,suck me fuck me
3188,radio killa
3189,urban contemporary rnb
3190,symphonic prog
3191,neo-prog
3192,atmospheric rock
3193,canterbury scene
3194,progressive black metal
3195,prog folk
3196,symphonic rock
3197,zeuhl
3198,fusionmetal
3199,progressive electronic
3200,psychedelic pop
3201,psychedelic folk
3202,melancholic rock
3203,death doom metal
3204,baroque pop
3205,soundscapes
3206,world fusion
3207,glitch-hop
3208,indietronic remix
3209,franz ferdinand
3210,the kooks
3211,the fratellis
3212,dirty pretty things
3213,the pigeon detectives
3214,kaiser chiefs
3215,kasabian
3216,snow patrol
3217,the rascals
3218,kings of leon
3219,we are scientists
3220,ok go
3221,maximo park
3222,elertronic
3223,my chemical romance
3224,the automatic
3225,the cinematics
3226,acous
3227,air traffic
3228,klaxons
3229,the rakes
3230,good shoes
3231,one night only
3232,reasons
3233,rob fusari
3234,broussard
3235,lelia broussard
3236,lelia
3237,fusari
3238,stefani gemanotta
3239,milkboy coffee house
3240,adam young
3241,jazzy
3242,under 200 listener
3243,detroit
3244,g unit
3245,g-unit
3246,west coast
3247,adnet humor mtv marcelo
3248,alo brother
3249,monange
3250,twitter
3251,verde
3252,the luxo ahazante tour
3253,shitney
3254,playback
3255,pura uncao
3256,puro fogo
3257,pure fire
3258,vixe
3259,lixa
3260,fuck you i just want to dance and drink tonight
3261,sexy pop
3262,sexy bitches do it better
3263,folk pop
3264,danish
3265,this song should be single
3266,atmospheric black metal
3267,steampunk
3268,ritual dark ambient
3269,finnish black metal
3270,occult
3271,power electronics
3272,kenneth anger
3273,black noise
3274,melodic black metal
3275,black math blackmath chicago
3276,hauntology
3277,apocalyptic folk
3278,coldwave
3279,hynagogic
3280,female psychobilly
3281,fetish
3282,neugaze
3283,ghost drone
3284,martial ambient
3285,horror ambient
3286,sound collage psychedelia electronic folk
3287,whitemorgue
3288,painting the end
3289,black funeral doom
3290,lips songs
3291,vocally perfect
3292,songs that make me sleepy
3293,songs i like to sing
3294,shit hot beat
3295,crap
3296,songs to make love to
3297,makes me happy
3298,pretentious
3299,makes me want to dance
3300,summer songs
3301,mash up
3302,awful singing
3303,passion
3304,good for working out to
3305,explicit
3306,memories
3307,songs that tell a story
3308,teenage angst
3309,i saw them live
3310,wizard rock
3311,japanesey
3312,euro dance
3313,i dont give a fuck
3314,kabriana
3315,2010 new release
3316,surrender
3317,top ten
3318,new releases
3319,cyndi lauper
3320,sandra
3321,mara maravilha
3322,boney m
3323,anna nicole smith
3324,black eyed peas
3325,the pussycat dolls
3326,pcd
3327,nicole scherzinger
3328,avril lavigne
3329,kelly clarkson-because of you
3330,kammylla
3331,bep
3332,nicole
3333,break the ice
3334,the pussycat dolls - stickwitu
3335,pcd - stick with you
3336,pussycat dolls- stickwitu
3337,gwen
3338,kiss kiss
3339,wind it up
3340,wind it up gwen stefani
3341,pink
3342,amy winehouse
3343,get me bodied- beyonce
3344,beyonce - get me bodied
3345,beyonce - irreplaceable
3346,clumsy
3347,umbrella
3348,be good to me
3349,fergie clumsy
3350,ring the alarm
3351,scotland
3352,not 4-4 time
3353,the slow-mo
3354,notorious
3355,glasgow
3356,sea
3357,longing
3358,resignation
3359,bitter
3360,separation
3361,thunder
3362,western-ish
3363,football
3364,5 star song
3365,journeys
3366,menace
3367,obsession
3368,gtasa tracks
3369,rousing
3370,goosebumps
3371,water
3372,edinburgh
3373,big 3
3374,storm
3375,sheffield
3376,the focus the fear
3377,real hard anime music
3378,chalga
3379,bulgarian rock
3380,polish progressive metal
3381,great songs
3382,ur so gay
3383,et
3384,teenage dream
3385,cast
3386,etherial
3387,biosphere
3388,sigur ros
3389,canada
3390,amiina
3391,buddha-bar
3392,the album leaf
3393,cocteau twins
3394,bjork
3395,budha bar
3396,coleen
3397,emiliana torrini
3398,enigma
3399,thievery corporation
3400,delerium
3401,musetta
3402,massive attack
3403,halou
3404,debussy
3405,erik satie
3406,slow dive
3407,amethystium
3408,enya
3409,john cage
3410,brian eno
3411,atmospheric ambient classical
3412,best cover
3413,less than 3
3414,wierd
3415,cool stuff
3416,real good
3417,one of the best songs ever
3418,stock aitken waterman
3419,mama
3420,totally rocks
3421,thelma harper
3422,raytown
3423,totally bitchen
3424,new wave happiness
3425,tag your songs properly
3426,artists
3427,nz rock
3428,new zealand
3429,kiwi
3430,regionalista
3431,gauderia
3432,gauchesca
3433,caipira
3434,tche
3435,tche music
3436,cbjr
3437,brazilian rock
3438,cyber metal
3439,extreme metal
3440,raw black metal
3441,cold
3442,fog
3443,flood
3444,plasma
3445,washing over me
3446,mountain tops snow melting thawing fire ice volcanos nature earth
3447,knee slapping
3448,bees buzzing
3449,head spinning
3450,determined yelling in a barren field under a gray sky
3451,pop emo
3452,acid hardcore
3453,nyhc
3454,us rock
3455,chanson
3456,rhythm & blues
3457,madchester
3458,swingabilly
3459,hillbilly
3460,touching
3461,not me not i
3462,soulful
3463,the true winners of the x factor 2009
3464,tight
3465,new york shit
3466,phat
3467,the truth
3468,real talk
3469,good shit
3470,ill
3471,the good stuff
3472,great lyricists
3473,solid
3474,brooklyn
3475,poignant
3476,roc-a-fella
3477,neat
3478,dipset
3479,real hip-hop
3480,fiya
3481,banger
3482,superb
3483,d-block
3484,dope cut
3485,east coast rap
3486,ruff ryders
3487,witty
3488,lyricism
3489,assertive
3490,mean
3491,high school
3492,messy
3493,kinsella
3494,reverb
3495,royksopp
3496,trentemoller
3497,trentemller
3498,r'n'b
3499,armand van helden
3500,axwell
3501,out of office
3502,loved
3503,skandinavian music
3504,night music
3505,elektropop
3506,norge
3507,turkish
3508,gitar
3509,instrumental rock
3510,blacksea
3511,karadeniz
3512,ozgun
3513,world indie
3514,blues-rock
3515,garage punk
3516,contemporary classical
3517,sounds of the universe
3518,u2
3519,meditation
3520,drone ambient
3521,must have
3522,self made music
3523,musical installation
3524,forbidden sounds group
3525,ethno
3526,free download
3527,russia
3528,pagan
3529,1969
3530,1971
3531,ronni-rock
3532,awesome guitar jams
3533,jimmy page
3534,favourite songs
3535,70s rock
3536,tolkien
3537,led zeppelin tracks
3538,harmonica
3539,cowbell
3540,awesomeness in the form of sound
3541,zeppelin
3542,things i like
3543,songs that make me sad in a good way
3544,one time
3545,never let you go
3546,selena
3547,lhp
3548,signed
3549,dj gk
3550,deja vue
3551,vince clarke
3552,southampton
3553,the k
3554,lhp records
3555,alberta
3556,the mix kid
3557,orlando
3558,county
3559,florida
3560,us
3561,his music describes my empty love
3562,alone with everybody
3563,human conditions
3564,hot french
3565,english romance
3566,fuckable
3567,and you wish you could hide
3568,sadjes
3569,pirry
3570,the world guess by pirry
3571,tom petty
3572,the darkness litgless
3573,joy division - the ugly beatifull
3574,and the darkness lightless
3575,the beatifull ugly
3576,disorder from joy division-post-punk
3577,word best songs
3578,vietnam
3579,the rolling stones
3580,lostfreeq
3581,new beat
3582,chef musinum
3583,electro industrial
3584,central point
3585,pirates club lounge
3586,independent
3587,jean marc toma
3588,fucking selfdeep
3589,trip beat
3590,lestfm artist
3591,electro trip
3592,psychadelic
3593,skinny puppy
3594,electro trance
3595,low tempo
3596,dark music
3597,poetic rock
3598,post-jazz
3599,pigface
3600,-pearl fashion music
3601,techno trance
3602,ultimate favorite
3603,mike patton
3604,al jourgensen
3605,funk metal
3606,chaotic metalcore
3607,weird
3608,sound collage
3609,pure sex
3610,bds
3611,ivete sangalo
3612,ciara
3613,hugo pena  gabriel
3614,chicas picantes
3615,happy metal
3616,metal melodico
3617,female-vocalists
3618,death hardcore
3619,via
3620,daddy
3621,cutest thing
3622,lets move
3623,just cool
3624,brat2
3625,really sad thing
3626,bono
3627,london
3628,incomparable
3629,finnish metal
3630,finland
3631,symphonic power metal
3632,old school black metal
3633,symphonic
3634,nordic metal
3635,true norwegian black metal
3636,norwegian metal
3637,music for my soul
3638,braindance
3639,pozitive
3640,brain massaging device
3641,soft music
3642,notre dame de paris
3643,to com for my brain
3644,mixture rock
3645,nitre dame de paris
3646,noise-rock
3647,electro post rock
3648,musicle
3649,hardcore trance
3650,psy
3651,maybe post rock
3652,xtc
3653,favorite lyrics
3654,zajebiste
3655,super
3656,franek
3657,franek kimono
3658,diffrent
3659,super extra
3660,awsome lirycs
3661,the the
3662,wilco
3663,northampton
3664,gomez
3665,the national
3666,david bowie
3667,cracker
3668,the replacements
3669,badly drawn boy
3670,calexico
3671,jim morrison
3672,camper van beethoven
3673,califone
3674,the doors
3675,paul westerberg
3676,mystics anonymous
3677,andrew bird
3678,nick cave
3679,boredoms
3680,ooioo
3681,iron horse
3682,matt pond pa
3683,wye oak
3684,score
3685,haunt
3686,ted leo
3687,the hold steady
3688,the shins
3689,archers of loaf
3690,american football
3691,john lurie
3692,band of horses
3693,the new pornographers
3694,chuck norris approves
3695,johnny depp
3696,alan rickman
3697,peace
3698,nemesea
3699,nemesea lost inside
3700,chanteur de cris
3701,punk musette
3702,gospel brasil
3703,anime soundtrack
3704,2000s
3705,epic horns
3706,real blues
3707,pissed off
3708,novelty
3709,paigecore
3710,female pop singer
3711,piano songs
3712,funny lyrics
3713,simlish
3714,the sims 2: pets
3715,twins
3716,the sisterhood of traveling pants
3717,piano song
3718,pop 90
3719,fave songs ever
3720,indie british
3721,american trad rock
3722,plagiadora
3723,punk horror
3724,fighter
3725,dirrty
3726,ndw
3727,humppa
3728,megahumppa
3729,excessive12inch
3730,omd
3731,guitar greats
3732,early league
3733,midge ure
3734,rock-ballad
3735,pedobear does approve
3736,blue
3737,splin
3738,rockapops
3739,jesus
3740,android
3741,bands
3742,crow
3743,philosophy
3744,mood
3745,tender
3746,brazilian bands
3747,sinewave
3748,psicodelico
3749,loca
3750,jackson 5
3751,avril
3752,everlife
3753,veronicas
3754,jojo
3755,jonas brothers
3756,aly aj
3757,goddesses
3758,straight up modern rock
3759,weirdness
3760,feelgood
3761,sex rock
3762,beautifulsad
3763,britrock
3764,falsetto
3765,live recording
3766,ritual music
3767,southern fried rock
3768,spoken word
3769,prophets
3770,strings
3771,dance beat rock
3772,epic rock
3773,mellow rock
3774,quiet
3775,creep
3776,diante do trono
3777,megadeth
3778,kerry
3779,'80s
3780,wyjebany w kosmos thrash
3781,nsbm
3782,satan
3783,mustaine
3784,metallica death magnetic
3785,horde
3786,deep purple
3787,acdc
3788,mexico city
3789,89
3790,san diego
3791,musical orgasm
3792,30s
3793,20s
3794,dm
3795,hutch
3796,kurt
3797,amazing lyrics
3798,songs i absolutely love
3799,sunday morning music
3800,beautiful voice
3801,all-time favourite albums
3802,aly and aj
3803,singer-songwriters
3804,sisters
3805,78violet
3806,lindsay
3807,lindsay lohan teen pop
3808,rock chileno
3809,opera rock
3810,carey
3811,tags
3812,as
3813,a voz mais bela de todas
3814,esmaga as outras cantoras atuais
3815,a melhor de todas
3816,grande cantor
3817,eterno rei
3818,melhor da alemanha
3819,legal
3820,grandes
3821,melhor banda feminina
3822,muito boa
3823,strange in moscow
3824,melhor musica
3825,melhor dos anos 80
3826,exid records
3827,spontanious
3828,hardbass
3829,disturb
3830,multigen
3831,av-hood
3832,ultimate vampire song
3833,sexy yes yes yes
3834,best male singer ever
3835,better than the a-side
3836,reasons to get up in the morning
3837,aphrodite
3838,goddess of pop
3839,melhor banda do mundo
3840,hebrew
3841,marry me
3842,i can imagine that song in a movie
3843,makes me feel sexy
3844,i want to be independent listening to
3845,malaria anthem
3846,rainha
3847,ringleader
3848,hayzay
3849,awesomesauce
3850,pure win
3851,xp8 ebm futurepop
3852,futureundergroundcyberkore
3853,bandas venezolanas
3854,rocksteady
3855,psicodelia
3856,lovers rock
3857,two tone
3858,skinhead reggae
3859,ska rocksteady
3860,british reggae
3861,venezuela
3862,early reggae
3863,j-ska
3864,ska-jazz
3865,rub-a-dub
3866,afrobeat
3867,ethiopian groove
3868,makossa
3869,mbalax
3870,vudu
3871,zulu
3872,frobeat
3873,juju-music
3874,amazin voice soul to hot
3875,psychedelic pop electronica
3876,rap metal
3877,desert rock
3878,shoegazing
3879,proto punk
3880,really drunk
3881,crabcore
3882,specially addictive soundtrack
3883,hamburger schule
3884,legendary
3885,pop legend
3886,one of the best albums of 2010
3887,the next princess of pop
3888,mactonight fav
3889,dancey
3890,poppy
3891,mactonight essential
3892,spacey
3893,midtempo
3894,amazing live
3895,essential
3896,cuckoo
3897,oriental
3898,beat
3899,lol
3900,prune
3901,long island
3902,compressive rock
3903,the funeral drums
3904,saw
3905,apologetic
3906,blue eyed soul
3907,tripped out
3908,uses the term gay as an insult unrelated to homosexuality and through this causes a significant amount of confusion
3909,dark cabaret
3910,deep-house
3911,balearic
3912,wonky
3913,nu-disco
3914,laptop folk
3915,home listening
3916,indie dance
3917,narcotic house
3918,slow disco
3919,western-africa psychedelia
3920,nigerian funk
3921,dub-house
3922,future soul
3923,dub-techno
3924,dial
3925,hyperdub
3926,bassline
3927,tech-house
3928,eletronic
3929,ryca
3930,poderosa
3931,poder
3932,xuxa
3933,luxuosa
3934,rapido ricardo
3935,diva sambista
3936,heavymetal
3937,syphonic metal
3938,fucking great
3939,dave is dancing
3940,dave gahan is showing striptease
3941,datura
3942,electro rock
3943,best album ever
3944,guitar hero 3
3945,painfull
3946,sob
3947,violator
3948,magical
3949,remastered
3950,space age drama
3951,stoke-on-trent
3952,stoke
3953,keele
3954,jacobins
3955,the jacobins
3956,keele university
3957,lp
3958,slamming brutal death metal
3959,canadian rock
3960,guns n' roses
3961,a day to remember
3962,strike
3963,lolene
3964,the electrick hotel
3965,neon
3966,rich
3967,lionheart
3968,hard-heavy rock
3969,hard prog
3970,heavy prog
3971,progressive rock related
3972,pop/rock
3973,italian progressive rock
3974,italian symphonic prog
3975,neo prog
3976,folk prog
3977,aor
3978,early heavy metal
3979,brazilian music
3980,manguebeat
3981,timbaland knock
3982,somebody to love
3983,dels
3984,sarah brightman
3985,heavy nopal
3986,question of honor
3987,luna
3988,astrrid hadad
3989,in the kingdom of darkness
3990,wonderful world
3991,norah jones
3992,harem
3993,its a beutiful song
3994,this love
3995,rainy days
3996,carole king
3997,xmas
3998,voices of angels
3999,levitation
4000,talented ladies
4001,galvao
4002,alternativerock
4003,popbritish
4004,iconpop
4005,pop/r&b
4006,motown
4007,popbrasil
4008,lovesongs
4009,classicmpb
4010,funk carioca
4011,we belong to the music
4012,cyrus
4013,lindsay lohan
4014,paris hilton
4015,satellite
4016,eurovision 2010
4017,inxs
4018,billy corgan
4019,smashing pumpkins
4020,folk music
4021,devotional
4022,tatarcha
4023,nine inch nais
4024,nin
4025,kmfdm
4026,bronx
4027,spandau ballet
4028,depeche mode related
4029,4ad
4030,johnny
4031,cocteau twins related
4032,lottie
4033,personal faves
4034,siouxsie-solo
4035,fashion related
4036,lenda
4037,legendaria
4038,princessa do pop
4039,full on
4040,dance-punk
4041,spanish indie pop
4042,dominican
4043,latin rock
4044,very kvlt
4045,killer drums
4046,killer riffing
4047,norway
4048,mexican black metal
4049,norsk arysk metal
4050,kvlt
4051,greek metal
4052,epic black metal
4053,swedish black metal
4054,mexican metal
4055,usbm
4056,folk black metal
4057,death thrash metal
4058,unglaublich
4059,andy bown
4060,alan lancaster
4061,john coghlan
4062,francis rossi
4063,rick parfitt
4064,rhino edwards
4065,jeff rich
4066,matt letley
4067,australia
4068,old
4069,bill
4070,comets
4071,haley
4072,serge gainsbourg
4073,jane birkin
4074,psychadelic rock
4075,gilmour
4076,roger
4077,waters
4078,mason
4079,rick
4080,wright
4081,david
4082,syd
4083,barrett
4084,voice
4085,paris
4086,7th floor
4087,foo fighters
4088,van halen
4089,kiss
4090,steve vai
4091,dickinson
4092,british rock
4093,drum'n'bass
4094,black hoe recordings
4095,mystification
4096,albums i want to own
4097,rhythm
4098,bittersweet
4099,jangly
4100,badass
4101,armenian language
4102,one hit wonder
4103,september
4104,folk-pop
4105,armenian
4106,armenian folk
4107,ethno-ballad
4108,chant
4109,gregorian
4110,concert
4111,beauty
4112,director
4113,queen forever
4114,the best show
4115,the best women singer
4116,the richest singer
4117,bigdrums
4118,alt. rock
4119,fear
4120,bowie
4121,makes me happy as fuck
4122,earthling
4123,god is an american
4124,static-x
4125,industrial nu metal
4126,agresive metal
4127,brit music
4128,atmospheric rnb
4129,dixie chicks
4130,anti-bush
4131,texas
4132,anti-war
4133,banjo
4134,fuck bush
4135,i miss you
4136,songs i relate to
4137,grammy
4138,she kicks ass
4139,heartache
4140,heart breaking
4141,december
4142,makes me want to cry
4143,queen of soul
4144,tim mcgraw and gwyneth paltrow
4145,miranda lambert
4146,country women
4147,rolling stone 500 greatest songs of all time
4148,i love singing this
4149,sad song
4150,peace songs
4151,girls kick ass
4152,barrelhouse covers
4153,tunes for a brother
4154,voodoo women
4155,delta blues
4156,gospel of shawn
4157,chicago blues
4158,blues fusion
4159,memphis blues
4160,new orleans funk
4161,new orleans
4162,texas blues
4163,neo-gospel
4164,revolutionary
4165,jazz guitar
4166,outlaws and gypsys
4167,bebop
4168,cowboys
4169,neo blues
4170,southside of chicago
4171,a brother and a friend
4172,curious about
4173,mad about
4174,my teens
4175,never enough
4176,hindi
4177,let's dance
4178,work of art
4179,heaven creation
4180,strong
4181,electrefing
4182,divine
4183,songs ive obsessed over
4184,s
4185,london 1993
4186,awful
4187,1990 in at nutshell
4188,very dreamy
4189,medley
4190,divo
4191,rock latin
4192,lloyd banks
4193,cashis
4194,sexy songs
4195,officially shit
4196,better than hard candy
4197,best of 2007
4198,cine
4199,avril lavgne
4200,restart
4201,hc
4202,emotional hardcore
4203,etno rock
4204,duduk
4205,beautiful lyrics
4206,fave female singers
4207,strong voice
4208,repeat
4209,revenge
4210,laxative
4211,death-thrash metal
4212,death trash grindcore metal
4213,groove death metal
4214,death thrash grindcore metal
4215,baumarkt
4216,moelln
4217,death-trash metal
4218,toiletten stoner metal
4219,toilette
4220,wacken 2006
4221,death-thrash grindcore metal
4222,friends
4223,death-thrash
4224,follow me
4225,fuckin great thrash
4226,eath-thrash metal
4227,fuckin brutal
4228,death thrash
4229,fuckin metal
4230,kill metal
4231,grind death
4232,death-thrashl grindcore metal
4233,extreme brutal death metal
4234,surf rock
4235,light
4236,au temps des favorites
4237,kids
4238,celine dion
4239,bubble-pop
4240,pioseneczki
4241,worldmusic
4242,european music
4243,check out
4244,puppy et belle
4245,solo artists
4246,rock am ring 2007
4247,melodycore
4248,kurt cobain
4249,anarco punk
4250,favorite bands
4251,kooks
4252,lithuanian metal
4253,patriotic  metal
4254,patriotic metal
4255,lithuanian
4256,brutal beer noise
4257,brutal beer metal
4258,pagan black metal
4259,lithuanian black metal
4260,flar flar flar
4261,flop
4262,fat
4263,anahi
4264,latin singer
4265,brega
4266,uuuuuuuuuuuuuaaaaau
4267,bjmeligafui
4268,ate my heart
4269,guitar playing boys
4270,my pop music
4271,songs to monkey it up
4272,21st century girl
4273,qq
4274,hm
4275,mraz
4276,fuck
4277,axel
4278,national anthem
4279,brothers
4280,nick jonas
4281,criollo
4282,frogadelic rock
4283,viking quest
4284,we love the 80s
4285,dark and new wave
4286,alevi deyisleri
4287,persian
4288,political
4289,fok
4290,br00talizer shits on phoenix azul
4291,pile of feces
4292,shit in my ass
4293,shitting spam
4294,juggalo
4295,jizzy
4296,capitalist
4297,br00tal
4298,ofwgkta
4299,really good
4300,radical
4301,anarchy punk
4302,charmed
4303,pop sensation
4304,rock metal
4305,pop female
4306,opera metal
4307,celtic rock
4308,netherlands
4309,scrubs
4310,jazz-rock
4311,guettotech
4312,classic prog
4313,industrial groove metal
4314,dominican heavy metal
4315,kietas radijas
4316,lithuanian hip-hop
4317,lithuanian hip hop
4318,mc numeris vienas
4319,kaunas
4320,doo wop
4321,classic country
4322,am gold
4323,prism
4324,lynyrd skynyrd
4325,home lounge
4326,indie/rock
4327,big hit
4328,punk/rock
4329,bitchy
4330,scandinavia
4331,oblique
4332,barcelona
4333,sonja
4334,without making noise
4335,90210
4336,ugly betty
4337,xenomania
4338,m.i.a
4339,van morrison
4340,joshua radin
4341,josh rouse
4342,credence clearwater revival
4343,scott matthews
4344,beach down festival
4345,jose gonzalez
4346,ray lamontagne
4347,indie-folk
4348,damien rice
4349,aimee mann
4350,alex newport
4351,frank turner
4352,a7x
4353,avenged sevenfold
4354,slow rock
4355,amerie
4356,indy hip-hop
4357,indie rap
4358,anticaptlismo
4359,libertarian rap
4360,anarchy rap
4361,ldl
4362,anticapitalismo
4363,russian underground rap
4364,japanese grindcore
4365,female fronted grindcore
4366,ptu thrash metal
4367,satan brutally explodes when listening to this
4368,antifascist
4369,antisystem
4370,antifascist rap
4371,audiobooks
4372,stalin fm
4373,alternative rap
4374,melodic antifa-88
4375,poebotina kakaya-to
4376,neudachnaya parodiya na zapiski neizvestnogo
4377,vegan
4378,hardline
4379,never goes away
4380,relation or what
4381,associative
4382,beautiful voices
4383,female fronted
4384,true blood
4385,waking up
4386,ready set go bitches
4387,club banger
4388,gangsta
4389,hottest bitch
4390,steven wilson
4391,progressive punk
4392,tool
4393,my favourite
4394,francais
4395,camp
4396,apartheid
4397,boppy
4398,steve biko
4399,south africa
4400,rap francais
4401,choir
4402,choral
4403,electric guitar
4404,cover better than original
4405,tomoyasu hotei
4406,long track
4407,miami vice
4408,kill bill ost
4409,1990s
4410,also released in english
4411,homophobia
4412,coronation
4413,handel
4414,czechoslovakia
4415,my favourites
4416,post-punk revival
4417,alternative hip-hop
4418,post-britpop
4419,electro-rock
4420,solum mente infirmis
4421,ecological power metal
4422,eco power metal
4423,pure rave
4424,ambiental blues
4425,if this was a pokemon i would catch it
4426,ambiental
4427,highschool band
4428,romanian band
4429,ceara
4430,melhorbandanacional
4431,metaaaaaaaaaaaaaaaaaaaaaaaaaaaaal
4432,louvor
4433,worship
4434,worst song ever from miley
4435,valentines
4436,marry taylor
4437,swifty
4438,500 days of summer
4439,thom yorke
4440,jonny greenwood
4441,french vocalists
4442,garou
4443,godfather of moonwalk
4444,genius of pop
4445,legend of music
4446,fantastic artist
4447,symbolika muzyki
4448,muzyka filmowa
4449,beat from dominicana
4450,kal ho naa ho
4451,favorite celine songs
4452,french rock
4453,french bands
4454,power rock
4455,rock français
4456,rock alternatif
4457,autoproduit
4458,toulouse
4459,destroy
4460,planant
4461,creative commons
4462,jamendo
4463,french punk
4464,punkrock
